instructions,cycles,cpu-migrations,branches,branch-misses,context-switches,cache-references,cache-misses,L1-dcache-stores,L1-dcache-loads,L1-dcache-load-misses,LLC-stores,LLC-store-misses,LLC-loads,LLC-load-misses,minor-faults,page-faults,Thread,seconds,matrix_workload,Class,energy_joules
394652763778,185413876543,0,10445035694,9646604,5114,510015023,247662926,48440490792,106839438473,6917208907,454056731,10202913,480892878,235331561,9151,9151,1,61.01,262144,DLA,18050.580395888
394471969878,184456985784,0,10416218473,9738306,5068,494521079,246016745,48445604149,106783529279,6907053041,439767346,8822011,464865467,238719298,9157,9157,1,60.72,262144,DLA,18074.427331997
394654498999,184798889051,0,10418485334,9329996,5075,500327910,246668034,48442464341,106824603538,6908876539,445648690,9071655,469378999,235511988,9160,9160,1,60.82,262144,DLA,17886.0624829157
394538128656,184791903967,0,10429419478,9601163,5074,516465572,243618555,48448477218,106751571457,6901394985,477647408,9374167,477685509,233122359,9159,9159,1,60.8,262144,DLA,18137.7754371597
394662046097,184772508027,0,10422502868,9670200,5073,504299125,247991820,48444337746,106823980911,6918375857,443341475,9292075,474019039,236596388,9150,9150,1,60.81,262144,DLA,18146.4935304767
394511716675,184808083214,0,10413261466,10075006,5072,511971922,244031931,48446494579,106818613635,6899708976,466499071,9021059,477044612,233005305,9153,9153,1,60.81,262144,DLA,17950.1640120186
394313560296,184800399719,0,10422325257,10344704,5077,500438445,247107017,48440598381,106817593622,6917811390,445828226,9658580,476576117,235990408,9160,9160,1,60.83,262144,DLA,17986.0526700129
394598324063,184958507118,0,10433031941,10053116,5079,529034313,245796582,48447645874,106852319884,6899338007,498166023,9110998,489915841,235398087,9158,9158,1,60.87,262144,DLA,18178.0937308974
394572761321,184772436147,0,10423612956,9613482,5076,507811667,245141151,48448850004,106844050440,6913886124,457710770,9178027,476134043,234881150,9159,9159,1,60.8,262144,DLA,17971.3067094796
394600236490,185653237240,0,10436386544,10100504,5097,572650398,239493894,48434735020,106799652760,6908017046,615388568,9602058,512230719,229748919,9159,9159,1,61.07,262144,DLA,18033.349924207
394532949887,184802232518,0,10427396539,10164699,5074,498635162,245943818,48434503172,106802529516,6930243472,443835143,9225232,478186851,236897153,9152,9152,1,60.8,262144,DLA,10157321.2018512
394613264056,184791625380,0,10434402531,9664352,5074,514118041,245070973,48440349140,106799231314,6906928143,453891584,9165172,483178481,232725965,9157,9157,1,60.79,262144,DLA,10157561.1878773
394568791803,185623442987,0,10417482386,9442468,5097,530846498,246120656,48446405550,106830379256,6950768944,488845130,10106258,488367469,232979547,9152,9152,1,61.1,262144,DLA,10157397.4994401
394576371255,185067967331,0,10429607330,9109268,5120,487067576,247348234,48446699303,106812933835,6902331125,433659526,9433554,463582610,238298798,9160,9160,1,60.89,262144,DLA,10157371.6709398
394508515062,184767867493,0,10441479758,10152389,5072,500765770,246699917,48442618357,106822264932,6899630251,446211886,9478589,480257386,235970170,9160,9160,1,60.8,262144,DLA,10157548.2814654
394705125438,184886403274,0,10445441526,10123658,5096,493311089,246212842,48437301855,106790375452,6899641311,436776270,8940123,466921244,236004984,9149,9149,1,60.83,262144,DLA,10157475.5507362
394564307066,185310937316,0,10432593912,10292957,5096,505396974,249540747,48453100729,106753633663,6920679906,448945012,10166481,472460806,238537577,9150,9150,1,60.97,262144,DLA,10157435.7047759
394561971253,185297331317,0,10419646929,9953625,5089,521856182,244709851,48449987272,106822932587,6926474341,475444074,9889871,481990222,232872404,9150,9150,1,60.98,262144,DLA,10157428.0406275
394581406635,184932618874,0,10435548657,10134763,5083,502339441,249419105,48436882174,106808974815,6905039505,443264821,9651183,482488970,239340179,9160,9160,1,60.85,262144,DLA,10157410.1855667
394374078541,184755879707,0,10429636193,9940086,5097,492753374,245298658,48450518439,106819308460,6915183958,440396984,8888954,469103114,236216174,9149,9149,1,60.82,262144,DLA,10157277.4125454
394622807239,185117730133,0,10440848571,10418719,5083,500113133,250388215,48437812950,106795176098,6911672691,442535798,10294439,475034182,240084802,9153,9153,1,60.9,262144,DLA,5310164.39021934
394642804249,184966502441,0,10417615517,9935020,5117,519720031,242963829,48443573134,106815497594,6904753550,481413118,9386982,479652315,230572175,9159,9159,1,60.88,262144,DLA,5310180.48390731
394324926089,185984532617,0,10418876579,9043745,5109,553384520,240758182,48453119387,106831348774,6909885950,544400853,10157815,504892064,231190566,9158,9158,1,61.22,262144,DLA,5310287.11550455
394644484612,185106731050,0,10429156338,9555150,5084,501943363,249350748,48442239732,106832373942,6911409528,443924353,9964994,470481017,236509922,9150,9150,1,60.93,262144,DLA,5310218.58349224
394642556053,185131994435,0,10427926600,9678823,5123,511076335,245524872,48446883662,106833738753,6900258568,450485037,9346358,477605241,233825736,9150,9150,1,60.93,262144,DLA,5310188.63628447
394602655774,184785538287,0,10434811228,10505526,5073,497434224,247622075,48440899350,106823554627,6912950880,443040509,9443621,472743543,235281679,9149,9149,1,60.8,262144,DLA,5310241.80175609
394558840204,184756402400,0,10435695324,9990376,5092,488961654,247302779,48440932784,106820388685,6909010419,434194642,9096077,473217874,237235578,9153,9153,1,60.8,262144,DLA,5310189.92327328
394644326622,185347895083,2,10399280251,9941658,5140,525655228,247771162,48464876756,106751341201,6928092375,478027847,10410457,479760275,234133221,7343,7343,1,61.53,262144,DLA,5310217.12001853
394575161843,184954058057,0,10416093296,9757257,5080,497024224,249629871,48445289664,106813120264,6935316477,442600026,10169345,471174208,236682925,9151,9151,1,60.87,262144,DLA,5310235.39708858
394232358706,185188858989,2,10427299051,10239708,5126,508467380,248726942,48438276739,106803148735,6943249266,458168076,10501522,470643175,236147676,12746,12746,1,61.38,262144,DLA,5310160.20984095
394751234227,185170888565,4,10578386041,10675723,5869,514585886,189322134,48515994951,106931814931,6904167029,467566933,15275310,463110245,165845864,5684,5684,2,34.86,262144,DLA,3590081.88448978
393945276910,184859428124,1,10527710980,10391382,5203,511379621,187113907,48697548694,106913441975,6888696424,452609798,15647196,463998199,165372386,5681,5681,2,31.12,262144,DLA,3590056.96354398
394502310511,183644262491,3,10530054202,10365227,5845,509220683,184738314,48561634433,106886067688,6920956697,449329439,12208093,458356381,161530691,5685,5685,2,34.64,262144,DLA,3589997.92914195
394660455133,185011786459,4,10527698002,10487508,5654,516994794,189349461,48446978642,106892531432,6910103394,472878691,15086661,464005697,164807612,5674,5674,2,33.45,262144,DLA,3590055.92211071
393954934742,184151655124,3,10500097123,10063518,5495,516412057,183320895,48843916160,106919913495,6905405207,462990240,13758192,477651043,160495448,6608,6608,2,32.61,262144,DLA,3590086.29514629
394093088511,185055634788,3,10525614068,10304328,5482,533408519,189607494,48569372673,106887530820,6908546324,472404387,14950941,462723994,162491953,5694,5694,2,32.59,262144,DLA,3590036.95797133
394704634639,184279835132,5,10512202905,10269579,5824,506861211,183601207,48525676499,106842912554,6892244283,471212650,14634086,476216670,162686921,6617,6617,2,34.51,262144,DLA,3590035.37315376
394536649060,183634983368,5,10488909647,10528874,5841,498051486,186747767,48476911161,106854397619,6908970022,444609827,12018098,452068737,160767072,5678,5678,2,34.67,262144,DLA,3590010.09240856
393851791932,184952430479,1,10499775988,10063319,5187,527411448,187812442,48682476567,106986836010,6915704536,476136016,14994210,468947555,164262048,4758,4758,2,31.02,262144,DLA,3590063.51903715
393989491479,184494364203,10,10529677701,10247512,5893,518947180,190670178,48660025773,107017611828,6909108277,471890599,18574991,459700546,165259269,6619,6619,2,34.84,262144,DLA,3590091.33753588
394521216331,184314802347,3,10552443646,10451154,5768,504859399,182677969,48549235623,106901243524,6931049130,468136290,12717297,473935198,161088475,5673,5673,2,34.33,262144,DLA,2607320.94534382
394314846378,184590359641,1,10480766927,10230264,5392,526453682,182619671,48520380285,106836321593,6900336088,494066829,13498777,477326699,161116724,5685,5685,2,32.19,262144,DLA,2607342.56598664
393727367365,184914394616,1,10476956107,10262135,5134,527668975,188145731,48625376107,106902575295,6916949030,493846216,15339406,474170798,162686889,4760,4760,2,30.66,262144,DLA,2607370.80002646
393837427576,185284949735,1,10481247353,10139041,5323,527416470,186603837,48623992092,106922424679,6920385472,488781621,16479452,476717448,163104092,5694,5694,2,31.66,262144,DLA,2607375.75294387
394301847978,185091323638,3,10574130084,9977874,5553,525901837,185686587,48660214744,106990134576,6911391375,474264903,15760878,467413509,162469146,6597,6597,2,32.9,262144,DLA,2607350.87196335
393954121323,184509606581,5,10585471164,10480429,5510,526270840,192355413,48616367851,106993246958,6920637728,438240472,14784979,447121975,165459966,5696,5696,2,32.8,262144,DLA,2607361.18483821
394418260128,183735510963,7,10519155238,10200811,5823,507922514,181814894,48418214261,106762864076,6923619991,452568574,11314651,458736662,160587868,6605,6605,2,34.64,262144,DLA,2607364.74443928
393892225356,184080766516,1,10538153460,10445061,5654,508305076,182867123,48730500105,106913948111,6904973867,464069434,14186116,476430504,164798318,5681,5681,2,33.66,262144,DLA,2607269.64279896
393507044415,184732077897,3,10517914882,10119555,5186,516528071,188879414,48921075011,106918340888,6907749458,455313801,16033164,475790930,167848087,4761,4761,2,30.85,262144,DLA,2607360.91837298
394629104562,184766302437,2,10614266071,10004325,5740,505656542,187598292,48432209647,106921314265,6914622661,449406958,16181587,444321305,162099816,5681,5681,2,34.14,262144,DLA,2607318.69370357
394772404085,185513085375,1,10571825485,10149762,5350,508945035,187847585,48552044914,106902423786,6915933576,460808284,15761891,465760593,163407596,5678,5678,2,31.91,262144,DLA,2366343.17109136
394500836032,185079664420,4,10558478184,10384881,5852,546638457,190710648,48456678861,106853979822,6936929647,543008817,16968789,477130736,161154623,5682,5682,2,34.74,262144,DLA,2366336.30222333
394443537163,184397059242,1,10508771147,10239979,5410,506748349,183440499,48553656783,106852085205,6916315793,460663320,14488528,471367973,162547060,8440,8440,2,32.2,262144,DLA,2366423.33870251
394498367554,184382270223,1,10506956840,10133021,5342,513503357,186532274,48577002575,106891739908,6892052302,451263581,13996081,454613497,158673951,5681,5681,2,31.9,262144,DLA,2366376.16874377
394247189561,184818427823,1,10483510338,10582821,5206,516745094,188481667,48566931257,106888865072,6908588684,462106888,15465905,449625488,163467455,4759,4759,2,31.11,262144,DLA,2366394.82513351
394399809857,183850688094,1,10525993480,9806641,5830,512221293,181738915,48593867804,106900852490,6910070491,460019586,13392114,464442900,159515251,5678,5678,2,34.66,262144,DLA,2366392.10569531
394589984455,184637004138,3,10535490208,10442533,5580,511676155,188155767,48389770191,106823371847,6913546454,448786146,14166759,451291591,161066006,6606,6606,2,33.12,262144,DLA,2366383.02233476
393796755782,183679915047,3,10563687214,10410889,5820,508427058,183255019,48686864749,107062417044,6919624629,440258927,12869032,450180587,162625971,5686,5686,2,34.65,262144,DLA,2366349.23958754
394342424407,184882743127,1,10489015884,10112872,5269,521279234,189551276,48438507662,106864193427,6923413474,462990909,15722491,456111504,159900908,5681,5681,2,31.42,262144,DLA,2366450.23584443
394433907520,185247506860,1,10510364489,10175578,5266,526969847,188449744,48476437799,106802870549,6910004603,479500530,15334041,465475056,163872002,5683,5683,2,31.47,262144,DLA,2366429.8532229
398256524918,197122617093,135,11607648690,11167228,7522,639421380,239281693,48614608345,107452129351,6898536413,556940983,28403876,552351719,203725995,6953,6953,4,18.75,262144,DLA,2663947.89142064
397787209138,196502385587,139,11548339039,11399697,7380,633831470,237138218,48657745861,107656108353,6925750762,556792946,26344980,531801421,193825517,7891,7891,4,18.68,262144,DLA,2663936.72122153
398367587541,197426675397,156,11612446784,11198608,7422,627555901,246808684,48622414594,107327820914,6900896557,530379930,26743936,525271636,202965266,5964,5964,4,18.76,262144,DLA,2663967.44737462
397920028041,198220704152,170,11684632754,11103480,7472,621092008,242117117,48617534407,107704150724,6929494022,526364852,26656696,541568209,204959518,5941,5941,4,18.84,262144,DLA,2663956.29950941
397980045399,194401301757,62,11427595506,11128240,7150,613504746,223894164,48568977314,107313972455,6895899458,544446619,24193642,521565846,183828330,5942,5942,4,18.2,262144,DLA,2663895.6409156
397316823218,193976146313,46,11418150855,11277966,7064,625347291,224042988,48650601734,107420648069,6899591171,549537073,24257608,530383117,187262167,5942,5942,4,18.42,262144,DLA,2663912.73382431
397296897406,195925764808,150,11459982662,11421332,6966,592436663,238750626,48605293972,107406491973,6914015972,518863472,26423739,517987572,198617521,5938,5938,4,18.6,262144,DLA,2663919.81263881
397998467462,195257945468,130,11517529374,10973116,7170,610085715,236078896,48589326255,107396986356,6897571667,526397510,26322756,515813196,192940680,5950,5950,4,18.51,262144,DLA,2663892.82907686
397691562248,194972415887,112,11502541306,11259398,7271,604305815,233108119,48589779058,107309585931,6902371603,519899810,24404396,506038732,192121470,5933,5933,4,18.52,262144,DLA,2663933.63031782
397739242455,195657627455,131,11526081294,11202829,7231,617986980,234188513,48637837087,107194365946,6904204282,557530807,25454791,515110326,191973121,4976,4976,4,18.58,262144,DLA,2663945.84774437
398133467319,195936671440,134,11542603203,11087504,7290,627085823,241452259,48521578449,107433026376,6905988246,543497602,26432114,532794720,197889013,4979,4979,4,18.61,262144,DLA,77770035.1441837
397931345351,196687232716,155,11539582807,11060046,7367,622222995,242521400,48513785353,107331885868,6890577560,532213064,26833158,539953459,198557920,6918,6918,4,18.68,262144,DLA,77769982.1080275
397314129691,195099668464,138,11536491529,10889895,7357,605149483,232420878,48631462864,107400869269,6910337611,535148899,24868837,524406772,193046923,5947,5947,4,18.57,262144,DLA,77770194.1039046
398138778175,196410239388,163,11568971679,10636705,7209,616499547,244626079,48503375712,107359576482,6901549794,520425320,26442234,526937968,202225700,4977,4977,4,18.65,262144,DLA,77769949.7877645
398407772302,195599496902,101,11509440378,11231937,7195,601369062,236643127,48478301027,107222911925,6907661254,519444261,25595406,514051061,196464674,5952,5952,4,18.58,262144,DLA,77769761.6078308
398672532358,196023954659,140,11536930062,10695907,7269,621938422,239499431,48586247102,107546512152,6913928556,534122649,26893578,516864715,202909617,6941,6941,4,18.6,262144,DLA,77770203.7974944
397783262324,194681481228,139,11456128643,10949106,7254,597857150,232034253,48500127837,107304667266,6903875694,535686551,25921162,522453752,196425129,4999,4999,4,18.51,262144,DLA,77769976.4419628
397738247654,197834045674,125,11632875636,11269284,7457,631147521,242314954,48741100313,107578203451,6913408292,538878134,27918204,533839589,198888506,4979,4979,4,18.8,262144,DLA,77770181.8141514
398429833993,195793978301,140,11523589686,11263308,7341,599669716,239808728,48518196132,107236433296,6891037928,520903342,27654480,519353756,196815500,5705,5705,4,18.6,262144,DLA,77770033.7902693
397779050165,194757011728,93,11481223326,11127483,7115,615847822,225979651,48593602380,107356030239,6914176417,541307336,24482454,513780422,187545556,6926,6926,4,18.47,262144,DLA,77769817.2757938
397417580508,194033178483,90,11459177936,11017996,7289,598777326,218915456,48676427223,107335794798,6893695548,509172596,23473200,506345246,184528396,6922,6922,4,18.45,262144,DLA,45338637.2765038
396970568588,195284344363,111,11493223986,10708233,7203,611986791,234949759,48674402610,107474485478,6909447946,525767904,25843427,513844544,196503580,5943,5943,4,18.56,262144,DLA,45338661.7330619
397910601433,195655977613,159,11549280646,10876330,7256,614863566,242662625,48592709289,107358312799,6901437310,526147667,26846242,521161799,196713228,8864,8864,4,18.58,262144,DLA,45338624.5628623
398079437611,195665494384,108,11549899902,11047151,7214,621769609,236162630,48584500753,107322304614,6914705654,547687760,24855404,521686318,198970298,5942,5942,4,18.58,262144,DLA,45338574.7233228
397598510003,194735492706,126,11491742198,11229359,7182,594288117,229963951,48606944088,107244103830,6910690111,527706975,25333359,501560484,193190372,5958,5958,4,18.49,262144,DLA,45338655.519989
398079730354,196864856826,143,11565480250,11250110,7377,612489098,242888263,48614398820,107398215601,6913909058,524134799,27109254,527953115,199714807,5974,5974,4,18.69,262144,DLA,45338673.4414761
398157398612,197013656634,129,11596404416,11365016,7375,639032319,240881035,48549696994,107444412958,6913424416,543609280,25984125,526452236,197209318,5959,5959,4,18.71,262144,DLA,45338669.9438439
397496437328,194810596446,128,11475901173,11206972,7239,598790438,231043331,48570684390,107254935163,6910932936,511581949,25703030,520167070,193152608,5948,5948,4,18.5,262144,DLA,45338611.0240038
397732926408,196153107711,160,11549254631,11052550,7427,628339504,238758757,48560302796,107322292290,6889441871,545647452,26134728,531916826,198966296,7872,7872,4,18.62,262144,DLA,45338593.7310525
398321696298,196114412651,154,11547780479,10847595,7367,656702605,233676340,48525012782,107313278747,6903635079,615534322,25680488,541490482,194321311,5947,5947,4,18.63,262144,DLA,45338564.600714
402067291666,204385068345,79,12356129151,11862723,8470,692334010,261809235,48374374107,107567123394,6900103307,569245251,35312062,565500498,211999866,5207,5207,6,12.96,262144,DLA,23411860.2260077
399150854158,201070071503,46,11841862577,11682447,7609,634129867,255782720,48310681192,107416554249,6917478221,521767144,34777187,554267601,211441175,5078,5078,6,12.54,262144,DLA,23411814.0586026
400773028356,203811198550,37,12274215859,11745360,8120,668629134,260221795,48460156972,107798430448,6909980719,571025821,34672400,572050358,204657223,5215,5215,6,12.42,262144,DLA,23411374.0928783
399607362724,202734685931,74,12126494752,11671275,8171,661236664,261529228,48363648564,107761550487,6914894027,543708886,34642482,562382295,216161244,6206,6206,6,12.77,262144,DLA,23411237.8053413
399958837383,204361400364,57,12293981940,11810252,8362,664447151,265379953,48436439214,107817181881,6910618252,549131932,34089531,575679718,218181631,4188,4188,6,12.94,262144,DLA,23411078.6029987
400893954424,203459970064,61,12303960348,11792843,8450,676841188,261845734,48361168028,107652469490,6900287303,557854757,34472220,569440496,210774012,5213,5213,6,12.94,262144,DLA,23411522.9229506
402355645879,207789352370,86,12579501463,11743991,8714,714781363,271012568,48431318319,107777470807,6906087157,610265094,37763370,596475016,220667895,5205,5205,6,13.22,262144,DLA,23411340.3317536
401185414189,203165075712,53,12333804742,11629232,8499,672907242,257349158,48376946295,107642996189,6912194011,567705255,34780552,560946124,204589562,5209,5209,6,12.92,262144,DLA,23411225.2315329
401206450011,205744010574,89,12365676591,11635226,8523,679979159,264485100,48500503397,107625990768,6914358570,566823922,36981555,573205978,218774872,5221,5221,6,13.03,262144,DLA,23411291.7269397
400375274862,202618113943,40,12216027001,11764091,8510,709787147,259226161,48290601374,107644874459,6913090142,619896054,33142297,588628678,207659746,6224,6224,6,12.89,262144,DLA,23411509.1252521
400798143453,205368510508,98,12330795130,11739871,8450,656503745,263101843,48461346744,107724559663,6905089013,540673682,35660821,563760270,220462362,6230,6230,6,13.05,262144,DLA,16313082.5648734
401566269186,204225926764,48,12356680163,11648845,8435,689521564,262194796,48452830356,107748593477,6925396240,565012742,36690380,587277402,210091249,6234,6234,6,12.97,262144,DLA,16313102.7167346
402812572286,208275155689,95,12570366462,11534047,8835,688331783,270750542,48288847921,107850887391,6905132418,566526389,37545949,577771965,222259647,6232,6232,6,13.26,262144,DLA,16312993.8678548
398483561133,200056672360,72,11785710398,11834056,7359,619424665,257702692,48466847410,107533043841,6915939495,511378598,34279902,535373341,213113567,4215,4215,6,12.33,262144,DLA,16312952.5891477
400622515066,203991637436,72,12196513747,11620653,8064,678534683,265908582,48069980524,107415188831,6893270440,553679956,33129253,566790507,214670592,5227,5227,6,12.49,262144,DLA,16312858.7121554
401289607967,204038896454,63,12366626841,11822427,8578,688137249,257870083,48519985929,107706967273,6910159404,624955408,36096261,580468737,208599082,5219,5219,6,12.97,262144,DLA,16313158.781371
401893376677,205120305319,95,12381601790,11558001,8441,661854097,265370044,48489585102,107605738709,6904456818,559723659,35315304,563238913,216629780,5211,5211,6,12.99,262144,DLA,16312753.8696263
399661610265,201410209653,67,11853561047,11804479,7613,651065430,264073930,48398981860,107471490678,6908256641,552287356,35392243,556333253,210935617,6220,6220,6,12.48,262144,DLA,16312926.878991
401220634432,203202538195,85,12171974372,11681253,8210,648324887,262162310,48438544795,107729538703,6902162599,534826270,33079298,537619687,208107046,6225,6225,6,12.77,262144,DLA,16313061.7054884
402312526696,205005463960,92,12258835293,11790777,8293,663323002,267091463,48214057546,107252636975,6886683445,584027705,36494845,561200291,212316867,5187,5187,6,12.92,262144,DLA,16312770.8806308
400207570103,202631152707,74,12082700426,11868994,8073,641123701,259994014,48506306851,107630184846,6915240766,526931670,35479882,549639050,213191144,5215,5215,6,12.72,262144,DLA,12928519.4095383
400566477258,203329070317,106,12047108492,11822153,7748,654064285,261008641,48425192381,107599025065,6917165347,566787674,36668649,557882277,213429349,4222,4222,6,12.73,262144,DLA,12928547.6962806
398062685423,200965661051,81,11927774694,11776702,7552,632647829,257376795,48509526093,107635396635,6922504109,529793456,35097796,553332398,214097693,6202,6202,6,12.44,262144,DLA,12928536.1549717
401703138336,202916964577,48,12162786120,11516103,8351,655488687,255210283,48512182981,107587636080,6915259611,569906385,35363297,551715869,207160453,6231,6231,6,12.76,262144,DLA,12928549.50898
401969549029,203004436198,70,12235501447,11747569,8414,674123036,258542108,48506366367,107525357326,6895147180,580661536,35836084,567674874,203316839,7270,7270,6,12.78,262144,DLA,12928404.4561313
400641133522,203810199701,40,12354942899,11744085,8614,667154463,251959107,48433702077,107781823128,6905802370,566153266,33716047,567018003,207599441,5239,5239,6,12.97,262144,DLA,12928331.5374123
400900073098,203213074584,94,12202930836,11734453,8124,648630831,260628761,48524516100,107852226211,6920261865,553060957,36306315,563841947,209962716,5214,5214,6,12.84,262144,DLA,12928433.8936152
399770653014,204397382568,67,12195130363,11496711,7986,661713439,266082791,48679844767,107862827142,6912773672,540597015,36476972,572534405,219480864,5232,5232,6,12.69,262144,DLA,12928443.5367096
401573657880,204687881312,72,12359928850,11941037,8515,672462195,270004056,48412775546,107675663743,6908236591,558425803,34076286,560146900,213381978,5234,5234,6,13.02,262144,DLA,12928374.4280399
400861204294,207603708657,108,12402972783,11819209,8412,661912221,272388754,48542857341,107512084749,6906458848,549398938,40398678,569081649,226581449,5202,5202,6,13.16,262144,DLA,12928535.7260951
400376337449,212738309660,68,12202616994,12409771,7756,701488711,309571424,48494226047,107593118384,6897682445,545405657,44265159,608795298,251670592,5425,5425,8,9.8,262144,DLA,10164.3530430307
402434846833,209728031638,113,11949759597,12523934,7554,698790978,308021611,48252542838,106800705149,6846810982,536044916,44676567,591978270,241843054,5485,5485,8,9.45,262144,DLA,10312.0723919607
400915972800,209402807576,50,12126382958,12299943,7632,712533717,308080253,48238741016,107385930033,6876036104,542192443,42173649,590795562,245439293,5485,5485,8,9.69,262144,DLA,10605.9144940848
399175293347,207771547084,75,11853074046,12419674,7511,696630770,303636410,48584266376,107779446321,6899335122,535910671,42638528,606756575,241884158,4370,4370,8,9.44,262144,DLA,10294.3277011356
401916524177,208424276550,66,12036436257,12356413,7489,690134216,304681810,48176852735,107445881165,6872019102,546960501,41538736,587842920,240364989,5446,5446,8,9.46,262144,DLA,10142.0309447378
399520507618,206692378192,67,11848306779,12346960,7483,693099142,300145987,48384100918,107458269083,6868712492,553294454,44087165,597390652,244889152,6474,6474,8,9.42,262144,DLA,10354.4091080711
399541650833,208620424827,38,11881604967,12371350,7382,718360146,306557731,48220052842,107253650268,6890904035,575007326,43577678,605043955,246660194,4397,4397,8,9.31,262144,DLA,10568.6048790809
401109277652,208464937370,36,11857704252,12518619,7308,707247047,311093062,48115343965,106890458556,6886092668,540484643,42137396,593310224,245860302,4414,4414,8,9.28,262144,DLA,10406.8104034847
399696770810,208003195401,56,12066336497,12264161,7653,711676066,300544674,48442383934,107677917107,6900901379,561023600,42726380,598710627,237254741,4414,4414,8,9.7,262144,DLA,10227.1768484095
401664872976,211290686387,82,12244432125,12466318,7874,720151862,314387704,48264276633,107254285888,6893657135,564743994,45912266,608573927,249255117,5464,5464,8,9.94,262144,DLA,10648.2323608461
401222000766,209287826215,40,12066097412,12059514,7469,686723084,300589688,48235643259,107238407912,6879335314,538528299,42143611,588314854,241651940,5485,5485,8,9.42,262144,DLA,11395776.8731027
399585037449,208279593819,71,11904585051,12443212,7558,689915087,307300240,48454069743,107341930513,6886729474,538440814,44671787,593840247,248160959,4999,4999,8,9.56,262144,DLA,11395312.0804529
400732845878,206984498415,47,11838160262,12684168,7545,705807408,305826849,48392239634,107289807068,6889046911,553099359,44208093,595970404,246297747,4378,4378,8,9.61,262144,DLA,11395488.5733533
399547534830,207190909816,72,12016104238,12471344,7719,685117874,296700622,48480090193,107564097856,6886116820,553591519,44533220,588804278,236719457,5460,5460,8,9.64,262144,DLA,11395646.3030233
402042170862,209030838840,80,11972514475,12368129,7511,712304916,307835045,48135016411,106929318939,6860668513,556282821,44283910,590597640,238129698,5131,5131,8,9.51,262144,DLA,11395693.2523031
401730497908,209238011042,46,12103889539,12278895,7609,699193960,302263568,48258291193,107113026617,6895006892,548627994,43469781,594628000,238084647,4359,4359,8,9.62,262144,DLA,11395672.5395796
401854270397,209136199684,43,12102477470,12392351,7493,708646357,305753103,48355265327,107600621420,6894277936,556232652,45522120,616632812,247544602,5471,5471,8,9.5,262144,DLA,11395590.8882144
402469888626,211282398788,61,12296503724,12664565,7811,709349138,305343158,48335808897,107392521869,6866911918,557338938,45067490,590644963,244314843,4369,4369,8,9.78,262144,DLA,11395669.4014583
401049486918,208010574858,43,11906953295,12363576,7639,698279769,309058188,48336219144,107377145656,6877473755,550149055,42855647,595865841,243530111,4402,4402,8,9.63,262144,DLA,11395677.6349117
399501470366,208834518053,39,11955846198,12305888,7344,707754376,304940763,48442258840,107389996613,6887686734,549447025,45455898,601684905,247883187,4370,4370,8,9.31,262144,DLA,11395564.5210385
398711387449,206339163196,57,11844476640,12227287,7339,685567626,293710174,48484162969,107305764685,6897513955,539523492,42650055,590500130,237529709,5441,5441,8,9.27,262144,DLA,324710644.186302
399333358870,206268878500,33,11853378396,12035792,7301,691422301,294295054,48322949534,107422251756,6883396895,547467730,43023658,585066442,237302101,5478,5478,8,9.2,262144,DLA,324710734.816398
400505993809,209014147249,42,11815594001,12390347,7380,703735588,310319706,48217896711,107142006290,6873807206,536822086,43279986,578685640,243647720,5487,5487,8,9.35,262144,DLA,324711277.560553
398137258425,206250103953,46,11810061420,12199071,7381,708364505,302296159,48509329991,107533445111,6923604796,546976299,44434960,601488080,245384240,4373,4373,8,9.28,262144,DLA,324705953.07985
400912705905,211261179366,75,12265394101,12318513,7866,699208121,300256113,48656906517,107883129788,6909124171,545998677,43921969,589669884,246352463,5449,5449,8,9.89,262144,DLA,324716126.363734
400800974094,207333592419,61,12155576722,12510250,7817,693123195,305965159,48253098918,107298300375,6872030526,538747789,41431005,585986342,238802989,5462,5462,8,9.8,262144,DLA,324717290.30814
399764560266,206240889454,56,11924514267,12372942,7493,692507278,296052957,48262234283,107547780508,6900130112,540037531,41856369,584970698,239088712,5483,5483,8,9.46,262144,DLA,324713546.422577
399344015191,208293071658,75,11944090492,12451373,7314,705900825,302020257,48590366719,107537223965,6919316140,547075119,43732957,603918771,247193021,5459,5459,8,9.26,262144,DLA,324705506.58551
400929913895,208704752604,47,11988360224,12346838,7520,698263266,309720072,48291893363,107035753560,6862253477,542047397,43524667,589263825,243225608,5421,5421,8,9.56,262144,DLA,324716767.388336
400157555383,205979520969,34,11793118526,12414309,7449,691461996,297047697,48369180340,107207048820,6885374409,549581414,43958579,595945736,236887390,5428,5428,8,9.46,262144,DLA,324718967.083652
408222481116,230233919435,57,14272627264,13174351,11310,853691929,338442855,48262753416,108304883638,6907861047,634891430,49552706,713146418,274115691,5657,5657,10,8.48,262144,DLA,189829044.485526
408417922357,228598702181,69,14386087839,12988559,11513,839086043,340540034,48237232669,108498640056,6939179047,617103726,47849959,706136363,276442622,5647,5647,10,8.6,262144,DLA,189828355.13241
405610220341,223536363688,40,13517806983,13006573,9499,790912082,331759254,48217381652,108052131173,6887172431,567892577,51568310,660221658,264915453,5708,5708,10,8.31,262144,DLA,189831509.126984
408004298049,227542650465,64,14186418956,13090939,11265,840009660,335514829,48238284943,108356545547,6942342412,618424967,47463173,700660526,275820427,4531,4531,10,8.61,262144,DLA,189831265.848238
